id_colaborador,nome,sexo,idade,faixa_etaria,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,pcd,data_admissao,tempo_empresa,gestor,tipo_contrato,modelo_trabalho,status
147,Srta. Giovanna Pires,Feminino,22,18-24,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-09-30,4.8,João Ribeiro,CLT,Presencial,Ativo
148,Emanuel da Costa,Feminino,36,35-44,Solteiro,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2023-08-05,2.9,Yuri Barbosa,CLT,Presencial,Ativo
149,Alexandre Jesus,Masculino,48,45-54,Divorciado,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2026-04-08,0.2,Olivia da Rocha,CLT,Presencial,Ativo
150,Igor da Paz,Masculino,32,25-34,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2016-03-11,10.3,Sra. Mirella Barbosa,CLT,Presencial,Ativo
151,Isabel da Luz,Masculino,33,25-34,Casado,Pós,São Paulo,SP,Sudeste,CD São Paulo,Não,2019-05-07,7.2,Fernanda Lima,CLT,Presencial,Ativo
152,Yago Câmara,Feminino,48,45-54,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Sim,2017-06-15,9.0,Clarice da Mata,CLT,Presencial,Ativo
153,Brayan Araújo,Feminino,38,35-44,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2019-03-05,7.3,Leandro Peixoto,CLT,Presencial,Ativo
154,Dra. Laura Macedo,Masculino,28,25-34,Casado,Pós,Recife,PE,Nordeste,CD Recife,Não,2020-02-02,6.4,Ravi Lucca Sales,CLT,Presencial,Ativo
155,Nathan da Mata,Feminino,27,25-34,Casado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2021-10-10,4.7,Ágatha Monteiro,CLT,Presencial,Ativo
156,Anna Liz Peixoto,Feminino,35,35-44,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2017-08-30,8.8,Pedro Sousa,CLT,Presencial,Ativo
157,Dr. Apollo Borges,Feminino,18,18-24,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2022-12-02,3.6,Antônio Teixeira,CLT,Híbrido,Inativo
158,Juliana Oliveira,Feminino,37,35-44,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2016-12-04,9.6,Erick Melo,Temporário,Presencial,Ativo
159,Melina da Mota,Masculino,30,25-34,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2022-02-14,4.4,Pedro Henrique Porto,CLT,Presencial,Ativo
160,Ayla Melo,Feminino,26,25-34,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2017-10-15,8.7,Dr. Lucas Gabriel Duarte,CLT,Presencial,Ativo
161,Bella Castro,Masculino,37,35-44,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2026-05-20,0.1,Dr. Thales da Paz,CLT,Presencial,Ativo
162,Maria Liz Teixeira,Feminino,28,25-34,Divorciado,Fundamental,Salvador,BA,Nordeste,CD Salvador,Não,2018-07-13,8.0,Ana Carolina Marques,CLT,Híbrido,Ativo
163,Levi da Cunha,Feminino,36,35-44,Solteiro,MBA,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2025-11-20,0.6,Sr. Nathan Moraes,CLT,Presencial,Ativo
164,Vitor Hugo Martins,Masculino,24,18-24,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2024-10-21,1.7,Ana Júlia Correia,CLT,Presencial,Ativo
165,Maria Cecília Pinto,Masculino,43,35-44,Divorciado,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2022-10-27,3.7,Melina Teixeira,CLT,Presencial,Ativo
166,Gustavo da Mata,Feminino,38,35-44,Divorciado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2016-08-07,9.9,Caroline da Paz,CLT,Presencial,Ativo
167,Raquel Campos,Feminino,23,18-24,Solteiro,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2025-09-28,0.8,Isaque Santos,CLT,Presencial,Ativo
168,Leonardo Novaes,Masculino,30,25-34,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2025-01-13,1.5,Yuri Jesus,CLT,Presencial,Ativo
169,Henry Gabriel Camargo,Masculino,37,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2023-05-20,3.1,Bárbara Ramos,CLT,Presencial,Ativo
170,Theo Silva,Feminino,39,35-44,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2018-08-03,7.9,Thomas Santos,CLT,Presencial,Ativo
171,Oliver Mendes,Feminino,27,25-34,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Não,2020-02-26,6.3,Isabelly Marques,CLT,Híbrido,Ativo
172,Clara Gomes,Feminino,44,35-44,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-10-22,0.7,Thomas Souza,CLT,Presencial,Ativo
173,Bernardo da Mota,Masculino,18,18-24,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2018-05-01,8.2,Manuela Viana,CLT,Presencial,Ativo
174,Juliana Abreu,Masculino,42,35-44,Solteiro,Fundamental,Curitiba,PR,Sul,CD Curitiba,Não,2018-01-08,8.5,Kaique Pastor,CLT,Remoto,Ativo
175,Rebeca Cassiano,Feminino,18,18-24,Solteiro,Fundamental,Campinas,SP,Sudeste,CD Campinas,Não,2021-07-04,5.0,Zoe Mendes,CLT,Presencial,Ativo
176,Dr. Yuri Teixeira,Masculino,34,25-34,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2021-07-21,4.9,Maria Flor Marques,CLT,Presencial,Ativo
177,Sr. Isaque Oliveira,Feminino,21,18-24,Divorciado,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-05-07,5.2,Isabel Vasconcelos,CLT,Presencial,Ativo
178,Ana Clara Dias,Feminino,19,18-24,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2016-05-24,10.1,Sra. Maria Helena Gomes,CLT,Híbrido,Ativo
179,Clarice Monteiro,Masculino,23,18-24,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2022-01-15,4.5,Davi Lucas Montenegro,CLT,Presencial,Inativo
180,Luísa Brito,Masculino,48,45-54,Solteiro,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2019-12-18,6.5,Beatriz Moura,CLT,Presencial,Ativo
181,Alice Silveira,Feminino,30,25-34,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2025-01-17,1.5,Nicolas Rezende,CLT,Presencial,Ativo
182,Breno Melo,Feminino,18,18-24,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-11-16,4.6,Lucca Pinto,CLT,Presencial,Ativo
183,Sra. Anna Liz Farias,Masculino,28,25-34,Solteiro,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2021-03-17,5.3,Yasmin Garcia,CLT,Presencial,Ativo
184,Dr. Vitor Hugo Andrade,Masculino,40,35-44,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2023-10-15,2.7,Ana Lívia da Costa,CLT,Presencial,Ativo
185,Laura da Conceição,Feminino,43,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Sim,2018-04-20,8.2,Srta. Maya Brito,CLT,Presencial,Ativo
186,Beatriz Macedo,Masculino,21,18-24,Solteiro,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2019-03-28,7.3,Kaique Alves,CLT,Presencial,Ativo
187,Luan Vieira,Feminino,30,25-34,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-01-09,1.5,Juan Fogaça,CLT,Presencial,Ativo
188,Dr. Diogo da Cruz,Masculino,27,25-34,Casado,Pós,Recife,PE,Nordeste,CD Recife,Não,2018-10-12,7.7,Maria Sophia Nunes,CLT,Presencial,Ativo
189,Emilly Cavalcante,Masculino,28,25-34,Solteiro,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2019-11-10,6.6,Bruno Pimenta,CLT,Presencial,Ativo
190,Isabella Monteiro,Masculino,35,35-44,Divorciado,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2016-05-02,10.2,Cecília da Conceição,CLT,Presencial,Ativo
191,Jade Marques,Feminino,40,35-44,Solteiro,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Não,2019-06-22,7.0,Anthony Martins,CLT,Remoto,Ativo
192,Yago Castro,Masculino,45,45-54,Casado,Superior,Recife,PE,Nordeste,CD Recife,Não,2021-10-02,4.7,Pedro Miguel Ferreira,CLT,Presencial,Ativo
193,Letícia Porto,Feminino,34,25-34,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2021-09-30,4.8,Isis Marques,CLT,Presencial,Ativo
194,Gael Henrique Gomes,Masculino,38,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2020-01-11,6.5,Bianca da Costa,CLT,Remoto,Ativo
195,Maria Alice Oliveira,Feminino,41,35-44,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2025-12-16,0.5,Juan Almeida,Temporário,Presencial,Ativo
196,Maria Laura da Mota,Feminino,18,18-24,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2024-08-30,1.8,Benicio Pereira,CLT,Presencial,Ativo
197,Sra. Laura Vasconcelos,Feminino,44,35-44,Casado,Fundamental,Curitiba,PR,Sul,CD Curitiba,Não,2018-07-01,8.0,Luiz Gustavo Câmara,CLT,Presencial,Ativo
198,Esther Pinto,Masculino,40,35-44,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Sim,2019-07-25,6.9,Davi Miguel Pires,CLT,Remoto,Ativo
199,Asafe das Neves,Masculino,33,25-34,Casado,Pós,Curitiba,PR,Sul,CD Curitiba,Não,2020-11-17,5.6,Ana Beatriz Pacheco,CLT,Presencial,Ativo
200,Sr. Caleb da Rocha,Masculino,39,35-44,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2016-05-23,10.1,Dr. Erick Costa,CLT,Presencial,Ativo
201,Vitor Hugo Fonseca,Feminino,44,35-44,Viúvo,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2017-08-11,8.9,Sarah da Mata,Temporário,Presencial,Ativo
202,José Miguel Mendes,Masculino,40,35-44,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Sim,2020-02-23,6.4,Lucca Camargo,CLT,Presencial,Ativo
203,Ana Vitória Casa Grande,Masculino,32,25-34,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-03-29,4.3,Miguel Novais,CLT,Presencial,Ativo
204,Sr. Miguel Albuquerque,Masculino,38,35-44,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-07-16,9.0,Vitor Gabriel Campos,CLT,Presencial,Ativo
205,Maria Eduarda Rocha,Masculino,22,18-24,Casado,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2020-01-02,6.5,Dra. Julia Pacheco,CLT,Presencial,Ativo
206,Maria Fernanda Caldeira,Masculino,40,35-44,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2019-03-04,7.3,Isabel Melo,CLT,Presencial,Ativo
207,Luan Pimenta,Feminino,18,18-24,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2019-04-06,7.2,Benício Porto,CLT,Presencial,Ativo
208,Liz Rezende,Feminino,53,45-54,Casado,Fundamental,São Paulo,SP,Sudeste,CD São Paulo,Não,2024-07-10,2.0,Bruna Carvalho,CLT,Presencial,Ativo
209,Arthur Miguel da Rosa,Masculino,26,25-34,Divorciado,Fundamental,Recife,PE,Nordeste,CD Recife,Sim,2019-03-06,7.3,Bruna Brito,CLT,Presencial,Ativo
210,Vitor Gabriel Carvalho,Masculino,21,18-24,Divorciado,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2016-07-17,10.0,Mirella Freitas,CLT,Presencial,Ativo
211,Ágatha Leão,Feminino,29,25-34,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2020-10-15,5.7,Daniela Leão,Temporário,Presencial,Ativo
212,Beatriz Mendonça,Masculino,31,25-34,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2019-07-20,7.0,Maria Luísa da Mota,CLT,Presencial,Ativo
213,Léo Cunha,Masculino,44,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2019-09-13,6.8,Melina da Costa,CLT,Presencial,Ativo
214,Sr. Léo Nogueira,Feminino,33,25-34,Casado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2020-02-16,6.4,Maria Alice Araújo,CLT,Presencial,Ativo
215,Kamilly Correia,Feminino,30,25-34,Solteiro,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-10-22,2.7,Rafael Borges,CLT,Presencial,Ativo
216,Hadassa Ramos,Masculino,29,25-34,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Sim,2017-07-03,9.0,Alícia Aragão,CLT,Presencial,Ativo
217,Sr. Davi Lucas Viana,Feminino,36,35-44,Divorciado,Médio,Recife,PE,Nordeste,CD Recife,Não,2019-12-20,6.5,Gabrielly Azevedo,CLT,Presencial,Ativo
218,Giovanna Pastor,Masculino,43,35-44,Divorciado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-12-31,2.5,Igor Farias,CLT,Presencial,Ativo
219,Alexandre da Mota,Masculino,29,25-34,Casado,Pós,Campinas,SP,Sudeste,CD Campinas,Não,2019-12-25,6.5,Davi Lucca Nogueira,CLT,Presencial,Ativo
220,Erick Camargo,Masculino,34,25-34,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2025-08-12,0.9,Amanda Cardoso,CLT,Presencial,Ativo
221,Luiz Henrique Vieira,Feminino,30,25-34,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2023-11-01,2.7,Lorenzo Almeida,CLT,Presencial,Ativo
222,João Aragão,Masculino,35,35-44,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2016-01-27,10.4,Otto Moura,CLT,Presencial,Ativo
223,Benício Melo,Masculino,39,35-44,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-09-10,4.8,Maria Cecília Moraes,CLT,Presencial,Ativo
224,Bianca Machado,Feminino,25,25-34,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-09-30,8.8,Hellena Pimenta,CLT,Presencial,Ativo
225,Vicente da Rosa,Feminino,26,25-34,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2025-05-01,1.2,Ana Araújo,CLT,Presencial,Ativo
226,Maria Liz Lima,Feminino,18,18-24,Divorciado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2021-05-25,5.1,Bianca Mendonça,CLT,Presencial,Ativo
227,Sra. Ana Sophia Barros,Feminino,53,45-54,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2025-11-17,0.6,Sr. Benício Cardoso,CLT,Presencial,Ativo
228,Yan Silva,Masculino,41,35-44,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2020-10-17,5.7,Dr. Vinícius da Rocha,CLT,Híbrido,Inativo
229,Sofia Pereira,Feminino,39,35-44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-06-07,9.1,Beatriz Vieira,CLT,Presencial,Ativo
230,Srta. Helena Lopes,Feminino,46,45-54,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Não,2020-06-29,6.0,Heloísa Jesus,CLT,Presencial,Ativo
231,Dr. Murilo Leão,Feminino,18,18-24,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2018-05-15,8.1,Srta. Luara Lima,CLT,Presencial,Ativo
232,Dr. Marcelo Cassiano,Masculino,29,25-34,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2017-02-13,9.4,Olívia Azevedo,CLT,Presencial,Ativo
233,Bryan Borges,Masculino,38,35-44,Divorciado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2020-11-04,5.7,Aylla Souza,CLT,Presencial,Ativo
234,Sra. Caroline Novais,Feminino,39,35-44,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Não,2016-06-25,10.0,Lucas Rios,CLT,Presencial,Ativo
235,Noah Fogaça,Masculino,37,35-44,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2020-12-25,5.5,Mariana Silveira,CLT,Híbrido,Ativo
236,João Pedro Peixoto,Feminino,36,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2025-04-24,1.2,Luiz Gustavo Caldeira,CLT,Presencial,Ativo
237,Sofia Cunha,Masculino,18,18-24,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Não,2024-10-20,1.7,Rodrigo Câmara,CLT,Híbrido,Ativo
238,Luiz Fernando Novais,Feminino,47,45-54,Viúvo,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-09-02,5.8,Sr. João Lucas Oliveira,CLT,Presencial,Ativo
239,Paulo Novais,Feminino,51,45-54,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2024-06-26,2.0,Amanda Pereira,CLT,Presencial,Ativo
240,Juliana Alves,Masculino,41,35-44,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2026-01-29,0.4,João Gabriel Sampaio,CLT,Presencial,Ativo
241,Lucca Ferreira,Masculino,26,25-34,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2025-01-30,1.4,Fernando Casa Grande,CLT,Presencial,Ativo
242,Maria Liz Azevedo,Feminino,36,35-44,Casado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-03-25,6.3,Arthur Borges,CLT,Presencial,Ativo
243,Dra. Helena Garcia,Masculino,44,35-44,Divorciado,Pós,Salvador,BA,Nordeste,CD Salvador,Não,2022-03-18,4.3,Mirella Fernandes,CLT,Presencial,Ativo
244,Léo das Neves,Feminino,51,45-54,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2019-11-11,6.6,Sra. Antonella Aragão,CLT,Presencial,Ativo
245,Emanuel Sá,Masculino,18,18-24,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2017-07-28,8.9,Ana Julia Rocha,CLT,Presencial,Ativo
246,João Gabriel Macedo,Masculino,46,45-54,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Não,2026-05-14,0.1,Mariana Mendonça,CLT,Presencial,Ativo
247,Melina Leão,Masculino,29,25-34,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2020-11-24,5.6,Henrique Sá,CLT,Presencial,Ativo
248,Bruna Ferreira,Masculino,35,35-44,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-03-08,10.3,Brenda da Paz,Aprendiz,Presencial,Ativo
249,Raquel Moura,Masculino,45,45-54,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2017-02-21,9.4,Lorena Aparecida,CLT,Presencial,Ativo
250,Miguel Peixoto,Masculino,30,25-34,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2020-02-15,6.4,André Costela,CLT,Presencial,Ativo
251,Heitor Vargas,Feminino,43,35-44,Viúvo,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2022-11-26,3.6,José Miguel da Rocha,CLT,Presencial,Ativo
252,Sr. André Monteiro,Feminino,30,25-34,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Não,2022-02-09,4.4,Sra. Emanuella Cardoso,Temporário,Presencial,Ativo
253,Yasmin Santos,Masculino,41,35-44,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Não,2022-08-13,3.9,Theodoro Novais,CLT,Presencial,Ativo
254,Maria Barbosa,Masculino,43,35-44,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2023-06-21,3.0,Ana Cecília Lopes,CLT,Presencial,Ativo
255,Raul Barbosa,Masculino,37,35-44,Divorciado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2025-11-03,0.7,Dr. Nathan Santos,CLT,Remoto,Ativo
256,Maria Vitória da Rocha,Feminino,41,35-44,Solteiro,Pós,Recife,PE,Nordeste,CD Recife,Não,2023-09-25,2.8,Nathan Almeida,CLT,Presencial,Ativo
257,Sr. Raul Sales,Feminino,35,35-44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2018-08-05,7.9,Sr. Pedro Henrique Caldeira,CLT,Presencial,Ativo
258,Pedro Henrique Pastor,Feminino,32,25-34,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2019-06-26,7.0,Valentina Barros,CLT,Presencial,Ativo
259,Luana Souza,Feminino,43,35-44,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Não,2021-05-16,5.1,Sr. Lucas Gabriel Vasconcelos,Temporário,Presencial,Ativo
260,Breno Moraes,Masculino,24,18-24,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2026-01-18,0.4,Bruna Moura,CLT,Presencial,Ativo
261,Evelyn Vasconcelos,Masculino,42,35-44,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2022-04-09,4.2,Dr. Diogo da Costa,CLT,Presencial,Ativo
262,Diogo da Cunha,Masculino,28,25-34,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2018-09-27,7.8,Erick Pereira,CLT,Presencial,Ativo
263,Breno Cavalcanti,Masculino,38,35-44,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2022-10-17,3.7,Sabrina Martins,CLT,Presencial,Ativo
264,Melissa Rodrigues,Masculino,36,35-44,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Sim,2016-09-26,9.8,Luna Pires,CLT,Presencial,Ativo
265,Sr. Pedro Lucas Azevedo,Feminino,26,25-34,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2020-01-04,6.5,Melina Pires,CLT,Presencial,Ativo
266,João Guilherme Pastor,Feminino,29,25-34,Solteiro,Fundamental,Curitiba,PR,Sul,CD Curitiba,Não,2021-04-08,5.2,Luiz Gustavo Montenegro,Aprendiz,Presencial,Ativo
267,Leonardo Martins,Masculino,47,45-54,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2022-07-27,3.9,Ana Carolina Araújo,CLT,Presencial,Inativo
268,Dr. Breno Ramos,Feminino,41,35-44,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2019-10-09,6.7,Thiago Gomes,Temporário,Presencial,Inativo
269,Ana Cecília Machado,Masculino,27,25-34,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Não,2024-08-20,1.9,Esther Duarte,CLT,Presencial,Ativo
270,Olívia Montenegro,Masculino,42,35-44,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2024-10-20,1.7,Bento Machado,CLT,Presencial,Ativo
271,Luigi Silva,Masculino,32,25-34,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2026-04-24,0.2,Thiago Ramos,CLT,Presencial,Ativo
272,Asafe da Cruz,Feminino,43,35-44,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Não,2023-08-01,2.9,Sra. Maysa Moura,CLT,Presencial,Ativo
273,Eduarda Fonseca,Feminino,36,35-44,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2021-03-21,5.3,Dr. Mathias Jesus,CLT,Presencial,Ativo
274,Sr. Lucas Gabriel Azevedo,Masculino,30,25-34,Divorciado,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Não,2022-12-28,3.5,Sr. Matheus da Paz,Temporário,Presencial,Ativo
275,Dom Farias,Feminino,28,25-34,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Não,2024-07-26,1.9,Diego Ferreira,CLT,Presencial,Ativo
276,Matteo Cardoso,Feminino,53,45-54,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Não,2022-08-31,3.8,Antonella das Neves,CLT,Presencial,Ativo
277,Maria Flor Ramos,Feminino,41,35-44,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Não,2023-07-10,3.0,Sr. Vinicius Borges,CLT,Presencial,Ativo
278,Mariana Moraes,Masculino,29,25-34,Casado,Médio,Recife,PE,Nordeste,CD Recife,Não,2017-02-04,9.4,Sr. Luiz Miguel das Neves,CLT,Presencial,Ativo
279,Heitor Fernandes,Feminino,41,35-44,Solteiro,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Não,2021-02-19,5.4,Evelyn Câmara,CLT,Híbrido,Ativo
280,Eduardo Barbosa,Masculino,31,25-34,Divorciado,Médio,Recife,PE,Nordeste,CD Recife,Não,2024-02-29,2.3,Carlos Eduardo Montenegro,CLT,Presencial,Ativo
281,Valentina Andrade,Feminino,22,18-24,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Não,2024-12-02,1.6,Maitê Vargas,CLT,Presencial,Ativo
282,Caroline Peixoto,Masculino,18,18-24,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Sim,2021-04-29,5.2,Daniela Castro,CLT,Presencial,Ativo
283,Enzo Silveira,Masculino,22,18-24,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2016-01-21,10.4,Ana Clara Jesus,CLT,Presencial,Ativo
284,Sr. Pedro Miguel Pimenta,Feminino,28,25-34,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2017-01-30,9.4,Pietro da Conceição,CLT,Presencial,Ativo
285,Isabella das Neves,Masculino,18,18-24,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Não,2017-10-29,8.7,Evelyn Freitas,CLT,Presencial,Ativo
286,Maysa Martins,Feminino,46,45-54,Divorciado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Não,2024-03-02,2.3,Mateus Montenegro,CLT,Híbrido,Inativo
287,Mariah Castro,Masculino,32,25-34,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Não,2019-02-12,7.4,Davi Miguel da Cunha,CLT,Presencial,Inativo
288,Rodrigo Freitas,Masculino,35,35-44,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Não,2018-02-08,8.4,Bella Silva,CLT,Presencial,Ativo
289,Camila da Paz,Feminino,25,25-34,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Sim,2026-01-29,0.4,Enrico da Mata,CLT,Presencial,Ativo
290,Sophie Casa Grande,Masculino,36,35-44,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Não,2021-04-02,5.2,Ayla Câmara,CLT,Presencial,Ativo
291,Marcela Alves,Feminino,20,18-24,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Não,2018-06-25,8.0,Ana Júlia Gonçalves,CLT,Híbrido,Ativo
292,Maria Fernanda da Costa,Masculino,30,25-34,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Não,2026-03-07,0.3,Anna Liz Freitas,CLT,Híbrido,Ativo
293,Arthur Dias,Feminino,24,18-24,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Não,2016-10-10,9.7,Lucas Gabriel Vieira,CLT,Presencial,Ativo
