id_colaborador,nome,sexo,idade,estado_civil,escolaridade,cidade,estado,regional,centro_distribuicao,departamento,cargo,gestor,data_admissao,tempo_empresa,salario,tipo_contrato,modelo_trabalho,pcd,status,turnover,motivo_desligamento,faltas,absenteismo,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
211,Ágatha Leão,Feminino,29,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Transporte,Motorista,Daniela Leão,2020-10-15,"5,7",4290,Temporário,Presencial,Não,Ativo,Não,,0,"3,95",0,,58,26,49,"2,9",87,7,Não,17
212,Beatriz Mendonça,Masculino,31,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Transporte,Supervisor,Maria Luísa da Mota,2019-07-20,7,10454,CLT,Presencial,Não,Ativo,Não,,1,"2,79",15,INSS,44,5,57,"3,4",73,20,Não,21
213,Léo Cunha,Masculino,44,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Last Mile,Supervisor,Melina da Costa,2019-09-13,"6,8",7378,CLT,Presencial,Não,Ativo,Não,,2,"3,5",0,,50,2,50,"3,3",85,10,Não,9
214,Sr. Léo Nogueira,Feminino,33,Casado,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Conferente,Maria Alice Araújo,2020-02-16,"6,4",2516,CLT,Presencial,Não,Ativo,Não,,0,"6,18",5,Acidente,36,29,23,"3,4",83,14,Não,14
215,Kamilly Correia,Feminino,30,Solteiro,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Tecnologia,Gerente,Rafael Borges,2023-10-22,"2,7",21848,CLT,Presencial,Não,Ativo,Não,,1,"2,7",0,,54,-3,16,"2,5",91,28,Não,22
216,Hadassa Ramos,Masculino,29,Casado,Técnico,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Auxiliar Operacional,Alícia Aragão,2017-07-03,9,2524,CLT,Presencial,Sim,Ativo,Não,,4,"2,69",5,Licença Médica,13,-16,29,"3,1",81,15,Não,18
217,Sr. Davi Lucas Viana,Feminino,36,Divorciado,Médio,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Gabrielly Azevedo,2019-12-20,"6,5",2115,CLT,Presencial,Não,Ativo,Não,,2,"4,02",10,INSS,56,34,45,"2,5",71,5,Não,29
218,Giovanna Pastor,Masculino,43,Divorciado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Igor Farias,2023-12-31,"2,5",10253,CLT,Presencial,Não,Ativo,Não,,4,"2,64",5,Licença Médica,23,-20,13,3,81,28,Não,20
219,Alexandre da Mota,Masculino,29,Casado,Pós,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Auxiliar Operacional,Davi Lucca Nogueira,2019-12-25,"6,5",2025,CLT,Presencial,Não,Ativo,Não,,1,"0,76",0,,11,34,26,"3,5",60,37,Não,13
220,Erick Camargo,Masculino,34,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Amanda Cardoso,2025-08-12,"0,9",11060,CLT,Presencial,Não,Ativo,Não,,2,"1,52",0,,21,38,32,"3,9",59,6,Não,11
221,Luiz Henrique Vieira,Feminino,30,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Supervisor,Lorenzo Almeida,2023-11-01,"2,7",9847,CLT,Presencial,Não,Ativo,Não,,2,"4,59",0,,44,12,32,"1,8",64,22,Não,25
222,João Aragão,Masculino,35,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Operações,Supervisor,Otto Moura,2016-01-27,"10,4",7805,CLT,Presencial,Não,Ativo,Não,,1,"3,92",0,,25,13,42,"3,9",97,40,Não,8
223,Benício Melo,Masculino,39,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Atendimento,Supervisor,Maria Cecília Moraes,2021-09-10,"4,8",10168,CLT,Presencial,Não,Ativo,Não,,3,"1,5",15,INSS,30,6,37,"2,6",86,16,Não,13
224,Bianca Machado,Feminino,25,Solteiro,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Conferente,Hellena Pimenta,2017-09-30,"8,8",2626,CLT,Presencial,Não,Ativo,Não,,1,"0,07",2,INSS,35,3,46,"3,5",88,1,Não,24
225,Vicente da Rosa,Feminino,26,Casado,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Ana Araújo,2025-05-01,"1,2",1913,CLT,Presencial,Não,Ativo,Não,,3,"3,33",15,Licença Médica,16,-6,36,"2,9",87,14,Não,27
226,Maria Liz Lima,Feminino,18,Divorciado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Bianca Mendonça,2021-05-25,"5,1",11000,CLT,Presencial,Não,Ativo,Não,,5,"0,62",0,,25,15,25,"2,8",73,23,Não,28
227,Sra. Ana Sophia Barros,Feminino,53,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Last Mile,Motorista,Sr. Benício Cardoso,2025-11-17,"0,6",4157,CLT,Presencial,Não,Ativo,Não,,4,"2,11",15,INSS,9,9,58,"3,1",71,11,Não,25
228,Yan Silva,Masculino,41,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Centro de Distribuição,Auxiliar Operacional,Dr. Vinícius da Rocha,2020-10-17,"5,7",2495,CLT,Híbrido,Não,Inativo,Sim,Desligamento sem Justa Causa,3,"3,26",0,,33,23,55,"4,5",60,5,Não,12
229,Sofia Pereira,Feminino,39,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Atendimento,Analista,Beatriz Vieira,2017-06-07,"9,1",4642,CLT,Presencial,Não,Ativo,Não,,2,"4,15",15,Acidente,51,-4,35,"3,8",70,20,Não,7
230,Srta. Helena Lopes,Feminino,46,Solteiro,Superior,Salvador,BA,Nordeste,CD Salvador,Transporte,Supervisor,Heloísa Jesus,2020-06-29,6,10806,CLT,Presencial,Não,Ativo,Não,,1,"1,71",0,,23,1,13,4,76,17,Não,4
231,Dr. Murilo Leão,Feminino,18,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Auxiliar Operacional,Srta. Luara Lima,2018-05-15,"8,1",2111,CLT,Presencial,Não,Ativo,Não,,4,"2,85",15,Licença Médica,5,9,48,"2,8",79,19,Não,23
232,Dr. Marcelo Cassiano,Masculino,29,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Transporte,Motorista,Olívia Azevedo,2017-02-13,"9,4",4071,CLT,Presencial,Não,Ativo,Não,,3,"3,42",0,,37,-9,57,"3,3",77,26,Não,9
233,Bryan Borges,Masculino,38,Divorciado,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Centro de Distribuição,Conferente,Aylla Souza,2020-11-04,"5,7",2886,CLT,Presencial,Não,Ativo,Não,,2,"4,57",10,Acidente,25,3,17,"3,2",96,29,Não,11
234,Sra. Caroline Novais,Feminino,39,Solteiro,Médio,Curitiba,PR,Sul,CD Curitiba,Operações,Supervisor,Lucas Rios,2016-06-25,10,8274,CLT,Presencial,Não,Ativo,Não,,0,"2,56",5,Licença Médica,10,-13,27,"4,1",85,4,Não,25
235,Noah Fogaça,Masculino,37,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Auxiliar Operacional,Mariana Silveira,2020-12-25,"5,5",2538,CLT,Híbrido,Não,Ativo,Não,,0,"2,3",2,INSS,2,19,18,"4,2",95,31,Não,14
236,João Pedro Peixoto,Feminino,36,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Comercial,Assistente,Luiz Gustavo Caldeira,2025-04-24,"1,2",3509,CLT,Presencial,Não,Ativo,Não,,0,"2,56",0,,51,8,30,"3,3",78,26,Não,6
237,Sofia Cunha,Masculino,18,Casado,Técnico,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,Rodrigo Câmara,2024-10-20,"1,7",7098,CLT,Híbrido,Não,Ativo,Não,,4,"2,48",5,INSS,29,12,16,"4,1",76,40,Não,7
238,Luiz Fernando Novais,Feminino,47,Viúvo,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Atendimento,Supervisor,Sr. João Lucas Oliveira,2020-09-02,"5,8",8443,CLT,Presencial,Não,Ativo,Não,,3,"2,95",10,Acidente,56,-7,13,"2,4",85,28,Não,8
239,Paulo Novais,Feminino,51,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Amanda Pereira,2024-06-26,2,3118,CLT,Presencial,Não,Ativo,Não,,1,"2,31",0,,41,3,49,"2,3",84,30,Não,14
240,Juliana Alves,Masculino,41,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Transporte,Supervisor,João Gabriel Sampaio,2026-01-29,"0,4",7706,CLT,Presencial,Não,Ativo,Não,,1,"4,11",15,Licença Médica,54,34,30,"3,3",73,3,Não,30
241,Lucca Ferreira,Masculino,26,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Comercial,Analista,Fernando Casa Grande,2025-01-30,"1,4",4518,CLT,Presencial,Não,Ativo,Não,,2,"2,71",5,Licença Médica,52,-11,41,"2,1",67,40,Não,12
242,Maria Liz Azevedo,Feminino,36,Casado,Fundamental,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Conferente,Arthur Borges,2020-03-25,"6,3",2344,CLT,Presencial,Não,Ativo,Não,,2,"4,84",0,,37,15,59,"2,6",79,32,Não,12
243,Dra. Helena Garcia,Masculino,44,Divorciado,Pós,Salvador,BA,Nordeste,CD Salvador,Last Mile,Motorista,Mirella Fernandes,2022-03-18,"4,3",3782,CLT,Presencial,Não,Ativo,Não,,1,"1,35",0,,42,26,15,"4,7",56,28,Não,18
244,Léo das Neves,Feminino,51,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Auxiliar Operacional,Sra. Antonella Aragão,2019-11-11,"6,6",2396,CLT,Presencial,Não,Ativo,Não,,1,"2,41",15,Licença Médica,41,21,51,"3,2",72,19,Não,8
245,Emanuel Sá,Masculino,18,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Ana Julia Rocha,2017-07-28,"8,9",10780,CLT,Presencial,Não,Ativo,Não,,1,"2,22",10,Acidente,35,-16,27,"3,6",85,18,Não,11
246,João Gabriel Macedo,Masculino,46,Solteiro,Superior,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Mariana Mendonça,2026-05-14,"0,1",2721,CLT,Presencial,Não,Ativo,Não,,3,"3,06",0,,34,-3,48,"3,1",63,28,Não,17
247,Melina Leão,Masculino,29,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Comercial,Analista,Henrique Sá,2020-11-24,"5,6",5921,CLT,Presencial,Não,Ativo,Não,,2,"2,19",15,Licença Médica,33,1,40,"3,1",79,22,Não,15
248,Bruna Ferreira,Masculino,35,Casado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Supervisor,Brenda da Paz,2016-03-08,"10,3",8131,Aprendiz,Presencial,Não,Ativo,Não,,2,"0,58",2,INSS,14,34,43,"2,7",94,5,Não,17
249,Raquel Moura,Masculino,45,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Centro de Distribuição,Conferente,Lorena Aparecida,2017-02-21,"9,4",2430,CLT,Presencial,Não,Ativo,Não,,1,"4,58",0,,43,-8,28,"3,5",56,20,Não,23
250,Miguel Peixoto,Masculino,30,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Comercial,Gerente,André Costela,2020-02-15,"6,4",18164,CLT,Presencial,Não,Ativo,Não,,0,"-0,12",0,,2,20,11,"3,2",55,12,Não,19
251,Heitor Vargas,Feminino,43,Viúvo,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Supervisor,José Miguel da Rocha,2022-11-26,"3,6",9740,CLT,Presencial,Não,Ativo,Não,,2,"3,82",0,,21,14,12,3,88,4,Não,25
252,Sr. André Monteiro,Feminino,30,Casado,Técnico,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Supervisor,Sra. Emanuella Cardoso,2022-02-09,"4,4",8574,Temporário,Presencial,Não,Ativo,Não,,0,"2,69",15,Licença Médica,9,-15,47,"4,8",76,1,Sim,21
253,Yasmin Santos,Masculino,41,Solteiro,Superior,Curitiba,PR,Sul,CD Curitiba,Last Mile,Coordenador,Theodoro Novais,2022-08-13,"3,9",14826,CLT,Presencial,Não,Ativo,Não,,2,"4,85",0,,28,33,47,"3,3",68,34,Não,1
254,Maria Barbosa,Masculino,43,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Comercial,Analista,Ana Cecília Lopes,2023-06-21,3,6082,CLT,Presencial,Não,Ativo,Não,,3,"2,85",5,Licença Médica,15,-12,38,"2,9",56,38,Não,3
255,Raul Barbosa,Masculino,37,Divorciado,Técnico,Curitiba,PR,Sul,CD Curitiba,Centro de Distribuição,Auxiliar Operacional,Dr. Nathan Santos,2025-11-03,"0,7",2190,CLT,Remoto,Não,Ativo,Não,,1,"2,51",0,,32,30,11,"2,4",67,17,Não,29
256,Maria Vitória da Rocha,Feminino,41,Solteiro,Pós,Recife,PE,Nordeste,CD Recife,Last Mile,Supervisor,Nathan Almeida,2023-09-25,"2,8",7386,CLT,Presencial,Não,Ativo,Não,,2,"3,81",0,,1,-13,14,"3,4",73,14,Não,26
257,Sr. Raul Sales,Feminino,35,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Operações,Auxiliar Operacional,Sr. Pedro Henrique Caldeira,2018-08-05,"7,9",2116,CLT,Presencial,Não,Ativo,Não,,1,"3,38",5,INSS,46,30,30,"3,7",95,19,Não,7
258,Pedro Henrique Pastor,Feminino,32,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Financeiro,Coordenador,Valentina Barros,2019-06-26,7,14815,CLT,Presencial,Não,Ativo,Não,,2,"1,88",5,INSS,28,36,36,"3,3",78,23,Não,12
259,Luana Souza,Feminino,43,Solteiro,Superior,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Sr. Lucas Gabriel Vasconcelos,2021-05-16,"5,1",9970,Temporário,Presencial,Não,Ativo,Não,,0,"4,77",15,INSS,27,-18,15,"3,6",61,5,Não,20
260,Breno Moraes,Masculino,24,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,RH,Analista,Bruna Moura,2026-01-18,"0,4",5481,CLT,Presencial,Não,Ativo,Não,,0,"1,48",0,,1,-11,44,"3,9",78,23,Não,27
261,Evelyn Vasconcelos,Masculino,42,Divorciado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Dr. Diogo da Costa,2022-04-09,"4,2",8098,CLT,Presencial,Não,Ativo,Não,,2,"3,97",0,,53,-14,58,"3,6",74,25,Não,0
262,Diogo da Cunha,Masculino,28,Casado,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Erick Pereira,2018-09-27,"7,8",7438,CLT,Presencial,Não,Ativo,Não,,1,"2,5",2,Licença Médica,6,22,54,"2,6",74,36,Não,20
263,Breno Cavalcanti,Masculino,38,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Auxiliar Operacional,Sabrina Martins,2022-10-17,"3,7",2460,CLT,Presencial,Não,Ativo,Não,,4,"3,1",15,Acidente,15,30,50,"4,6",41,18,Não,26
264,Melissa Rodrigues,Masculino,36,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Atendimento,Assistente,Luna Pires,2016-09-26,"9,8",2899,CLT,Presencial,Sim,Ativo,Não,,1,"3,96",0,,54,-15,51,"2,6",73,28,Não,14
265,Sr. Pedro Lucas Azevedo,Feminino,26,Solteiro,Pós,Guarulhos,SP,Sudeste,CD Guarulhos,Transporte,Analista,Melina Pires,2020-01-04,"6,5",6802,CLT,Presencial,Não,Ativo,Não,,0,"2,95",0,,48,34,23,"3,5",77,32,Não,27
266,João Guilherme Pastor,Feminino,29,Solteiro,Fundamental,Curitiba,PR,Sul,CD Curitiba,Operações,Conferente,Luiz Gustavo Montenegro,2021-04-08,"5,2",2585,Aprendiz,Presencial,Não,Ativo,Não,,2,"3,86",0,,53,-12,11,3,82,40,Não,11
267,Leonardo Martins,Masculino,47,Solteiro,Médio,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Supervisor,Ana Carolina Araújo,2022-07-27,"3,9",10638,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,2,"2,36",0,,17,28,51,"2,2",58,11,Não,16
268,Dr. Breno Ramos,Feminino,41,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Coordenador,Thiago Gomes,2019-10-09,"6,7",15920,Temporário,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,2,"3,29",5,Acidente,25,-2,32,"2,7",64,26,Não,7
269,Ana Cecília Machado,Masculino,27,Casado,Técnico,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Esther Duarte,2024-08-20,"1,9",15619,CLT,Presencial,Não,Ativo,Não,,3,"3,61",0,,49,22,32,3,84,32,Não,10
270,Olívia Montenegro,Masculino,42,Solteiro,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Motorista,Bento Machado,2024-10-20,"1,7",4009,CLT,Presencial,Não,Ativo,Não,,3,"2,39",10,INSS,12,-14,49,"3,5",92,24,Não,12
271,Luigi Silva,Masculino,32,Casado,Médio,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Conferente,Thiago Ramos,2026-04-24,"0,2",2903,CLT,Presencial,Não,Ativo,Não,,1,"3,88",0,,58,-10,39,"2,6",74,3,Não,4
272,Asafe da Cruz,Feminino,43,Solteiro,Médio,Recife,PE,Nordeste,CD Recife,Tecnologia,Gerente,Sra. Maysa Moura,2023-08-01,"2,9",18013,CLT,Presencial,Não,Ativo,Não,,1,"2,09",0,,11,11,60,"3,1",88,1,Não,23
273,Eduarda Fonseca,Feminino,36,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Conferente,Dr. Mathias Jesus,2021-03-21,"5,3",2798,CLT,Presencial,Não,Ativo,Não,,1,"3,07",0,,39,23,45,"3,1",69,27,Não,12
274,Sr. Lucas Gabriel Azevedo,Masculino,30,Divorciado,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Coordenador,Sr. Matheus da Paz,2022-12-28,"3,5",13775,Temporário,Presencial,Não,Ativo,Não,,3,"4,42",10,INSS,51,19,50,"2,7",84,26,Não,2
275,Dom Farias,Feminino,28,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Diego Ferreira,2024-07-26,"1,9",2412,CLT,Presencial,Não,Ativo,Não,,2,"3,16",0,,4,-16,43,"3,8",82,21,Não,6
276,Matteo Cardoso,Feminino,53,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Operações,Supervisor,Antonella das Neves,2022-08-31,"3,8",9764,CLT,Presencial,Não,Ativo,Não,,0,"3,97",10,Licença Médica,59,3,57,"3,3",78,8,Não,7
277,Maria Flor Ramos,Feminino,41,Solteiro,Superior,Recife,PE,Nordeste,CD Recife,Last Mile,Supervisor,Sr. Vinicius Borges,2023-07-10,3,10161,CLT,Presencial,Não,Ativo,Não,,0,"4,28",5,INSS,58,8,32,"3,4",79,13,Não,14
278,Mariana Moraes,Masculino,29,Casado,Médio,Recife,PE,Nordeste,CD Recife,Centro de Distribuição,Auxiliar Operacional,Sr. Luiz Miguel das Neves,2017-02-04,"9,4",2387,CLT,Presencial,Não,Ativo,Não,,2,"3,51",2,INSS,22,16,43,"3,3",88,19,Não,24
279,Heitor Fernandes,Feminino,41,Solteiro,Fundamental,Brasília,DF,Centro-Oeste,CD Brasília,Operações,Conferente,Evelyn Câmara,2021-02-19,"5,4",3002,CLT,Híbrido,Não,Ativo,Não,,1,"1,27",15,Licença Médica,10,3,36,"3,1",79,19,Não,24
280,Eduardo Barbosa,Masculino,31,Divorciado,Médio,Recife,PE,Nordeste,CD Recife,Operações,Auxiliar Operacional,Carlos Eduardo Montenegro,2024-02-29,"2,3",2533,CLT,Presencial,Não,Ativo,Não,,2,"-0,14",5,INSS,2,37,57,"3,4",79,23,Não,12
281,Valentina Andrade,Feminino,22,Solteiro,Médio,São Paulo,SP,Sudeste,CD São Paulo,Centro de Distribuição,Supervisor,Maitê Vargas,2024-12-02,"1,6",10850,CLT,Presencial,Não,Ativo,Não,,1,"3,02",2,INSS,31,10,52,"3,8",76,36,Não,4
282,Caroline Peixoto,Masculino,18,Solteiro,Superior,Campinas,SP,Sudeste,CD Campinas,Last Mile,Supervisor,Daniela Castro,2021-04-29,"5,2",10300,CLT,Presencial,Sim,Ativo,Não,,2,"4,26",0,,43,23,21,"3,1",68,2,Não,20
283,Enzo Silveira,Masculino,22,Casado,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Coordenador,Ana Clara Jesus,2016-01-21,"10,4",15466,CLT,Presencial,Não,Ativo,Não,,1,"1,49",2,INSS,9,-4,52,"3,7",66,30,Não,1
284,Sr. Pedro Miguel Pimenta,Feminino,28,Solteiro,Médio,Campinas,SP,Sudeste,CD Campinas,Comercial,Analista,Pietro da Conceição,2017-01-30,"9,4",4728,CLT,Presencial,Não,Ativo,Não,,0,"0,95",5,Licença Médica,35,1,33,"3,7",86,0,Não,17
285,Isabella das Neves,Masculino,18,Casado,Superior,Campinas,SP,Sudeste,CD Campinas,Financeiro,Assistente,Evelyn Freitas,2017-10-29,"8,7",2917,CLT,Presencial,Não,Ativo,Não,,2,"2,37",10,INSS,39,18,56,"4,1",72,25,Não,24
286,Maysa Martins,Feminino,46,Divorciado,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,RH,Coordenador,Mateus Montenegro,2024-03-02,"2,3",14806,CLT,Híbrido,Não,Inativo,Sim,Pedido de Demissão,2,"2,34",0,,27,2,16,4,52,33,Não,9
287,Mariah Castro,Masculino,32,Solteiro,Médio,Brasília,DF,Centro-Oeste,CD Brasília,Last Mile,Motorista,Davi Miguel da Cunha,2019-02-12,"7,4",3123,CLT,Presencial,Não,Inativo,Sim,Desligamento sem Justa Causa,2,"2,06",2,Licença Médica,17,9,31,"3,1",82,2,Não,4
288,Rodrigo Freitas,Masculino,35,Casado,Técnico,Brasília,DF,Centro-Oeste,CD Brasília,Tecnologia,Gerente,Bella Silva,2018-02-08,"8,4",22988,CLT,Presencial,Não,Ativo,Não,,3,"3,55",0,,11,31,42,"2,6",66,39,Não,4
289,Camila da Paz,Feminino,25,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Operações,Auxiliar Operacional,Enrico da Mata,2026-01-29,"0,4",2201,CLT,Presencial,Sim,Ativo,Não,,1,"1,88",5,INSS,8,-13,46,"2,8",87,26,Não,27
290,Sophie Casa Grande,Masculino,36,Casado,Técnico,Curitiba,PR,Sul,CD Curitiba,Transporte,Supervisor,Ayla Câmara,2021-04-02,"5,2",9825,CLT,Presencial,Não,Ativo,Não,,0,"2,48",5,Licença Médica,16,26,55,4,78,7,Não,9
291,Marcela Alves,Feminino,20,Casado,Médio,Campinas,SP,Sudeste,CD Campinas,Last Mile,Motorista,Ana Júlia Gonçalves,2018-06-25,8,2855,CLT,Híbrido,Não,Ativo,Não,,0,"1,94",10,INSS,11,31,40,"3,7",75,37,Não,10
292,Maria Fernanda da Costa,Masculino,30,Casado,Pós,Brasília,DF,Centro-Oeste,CD Brasília,RH,Gerente,Anna Liz Freitas,2026-03-07,"0,3",21335,CLT,Híbrido,Não,Ativo,Não,,1,"4,72",0,,21,4,33,"2,9",75,16,Não,1
293,Arthur Dias,Feminino,24,Casado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Centro de Distribuição,Auxiliar Operacional,Lucas Gabriel Vieira,2016-10-10,"9,7",2564,CLT,Presencial,Não,Ativo,Não,,4,"2,73",2,INSS,59,14,56,"2,7",80,38,Não,6
294,Davi Miguel Andrade,Feminino,42,Viúvo,Médio,Salvador,BA,Nordeste,CD Salvador,Last Mile,Coordenador,Ravy Sampaio,2019-02-06,"7,4",14738,CLT,Presencial,Não,Ativo,Não,,2,"3,87",0,,38,-1,25,"2,2",87,16,Não,15
295,Ravy Machado,Masculino,31,Solteiro,Pós,Brasília,DF,Centro-Oeste,CD Brasília,Comercial,Gerente,Alana Barros,2016-06-14,"10,1",17401,CLT,Presencial,Não,Inativo,Sim,Fim de Contrato,1,"4,08",0,,37,35,14,"3,2",58,17,Não,15
296,José Miguel Cunha,Masculino,24,Divorciado,Superior,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Supervisor,Yan Siqueira,2023-09-04,"2,8",10509,CLT,Presencial,Não,Ativo,Não,,0,"1,62",5,INSS,21,18,46,"3,8",93,33,Não,10
297,Vitória Lima,Masculino,22,Solteiro,Médio,Goiânia,GO,Centro-Oeste,CD Goiânia,Last Mile,Motorista,João Pedro da Costa,2020-07-16,6,3867,CLT,Presencial,Não,Ativo,Não,,3,"3,11",10,INSS,53,38,58,"3,1",95,35,Não,30
298,Davi Aragão,Feminino,30,Casado,Fundamental,Campinas,SP,Sudeste,CD Campinas,Last Mile,Supervisor,Otto Porto,2023-12-27,"2,5",7261,CLT,Presencial,Não,Ativo,Não,,2,"2,21",10,Licença Médica,5,24,19,"3,9",100,6,Não,13
299,Natália Azevedo,Masculino,35,Viúvo,Superior,Curitiba,PR,Sul,CD Curitiba,Operações,Auxiliar Operacional,Theo Peixoto,2023-10-07,"2,7",2228,CLT,Presencial,Não,Ativo,Não,,3,"2,95",0,,36,-5,42,"3,7",80,11,Não,1
300,Allana Pires,Masculino,30,Divorciado,Superior,Recife,PE,Nordeste,CD Recife,RH,Coordenador,Isabella Silva,2019-02-25,"7,4",14664,CLT,Presencial,Não,Ativo,Não,,2,"1,45",0,,12,-10,33,"3,8",100,5,Não,28
301,João Vitor Lima,Feminino,34,Solteiro,Técnico,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Auxiliar Operacional,Luiz Gustavo da Costa,2016-11-21,"9,6",2526,CLT,Presencial,Não,Ativo,Não,,2,"3,28",0,,42,-18,27,"3,7",53,40,Não,13
302,Maria Vitória Cirino,Feminino,37,Solteiro,Superior,Goiânia,GO,Centro-Oeste,CD Goiânia,Operações,Auxiliar Operacional,Antonella Moura,2017-08-27,"8,8",2578,CLT,Presencial,Não,Ativo,Não,,0,"1,98",5,INSS,35,-5,55,"2,9",65,15,Não,23
303,Sr. Vinicius Nogueira,Masculino,40,Casado,Médio,São Paulo,SP,Sudeste,CD São Paulo,Operações,Supervisor,Sofia Novaes,2022-05-11,"4,1",7750,CLT,Presencial,Não,Ativo,Não,,1,"-0,39",5,Licença Médica,32,23,38,"3,3",67,16,Não,7
304,Mathias Melo,Masculino,38,Solteiro,Fundamental,Goiânia,GO,Centro-Oeste,CD Goiânia,Centro de Distribuição,Auxiliar Operacional,Mathias Freitas,2021-02-18,"5,4",2289,CLT,Presencial,Não,Ativo,Não,,1,"-0,77",2,Acidente,10,3,57,"4,7",81,37,Não,28
305,Antony Fogaça,Feminino,38,Casado,Técnico,Guarulhos,SP,Sudeste,CD Guarulhos,Last Mile,Coordenador,Luiz Felipe da Costa,2024-12-08,"1,6",11712,CLT,Presencial,Não,Ativo,Não,,3,"3,72",15,Acidente,59,-18,20,"2,7",64,14,Não,12
306,Dra. Bella Vargas,Feminino,51,Casado,Médio,Salvador,BA,Nordeste,CD Salvador,Atendimento,Analista,Lívia Carvalho,2018-12-16,"7,5",5309,CLT,Presencial,Não,Ativo,Não,,3,"2,01",0,,49,-17,21,"2,9",56,21,Não,19
